bank_id,course_family,course_profile,unit,section,destination,destination_group,destination_slot,retrieval_role,dok,learning_target,i_can,framework_alignment,item_type,answer_type,figure_files,source_basis,notes
U1-FA-D3-02-V6,MATH,MATH_AP_CALCULUS,1,1.4,formative,assessment_source,D3-02-V6,unit-to-date,3,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",claim_critique,justification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Continuity Claim Critique; Eligible After Section 1.4; parallel version 6 of 8; secure source item.
U1-FA-D3-02-V7,MATH,MATH_AP_CALCULUS,1,1.4,formative,assessment_source,D3-02-V7,unit-to-date,3,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",claim_critique,justification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Continuity Claim Critique; Eligible After Section 1.4; parallel version 7 of 8; secure source item.
U1-FA-D3-02-V8,MATH,MATH_AP_CALCULUS,1,1.4,formative,assessment_source,D3-02-V8,unit-to-date,3,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",claim_critique,justification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Continuity Claim Critique; Eligible After Section 1.4; parallel version 8 of 8; secure source item.
U1-FA-D3-03-V1,MATH,MATH_AP_CALCULUS,1,1.5,formative,assessment_source,D3-03-V1,unit-to-date,3,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",theorem_reasoning,justification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: IVT Hypothesis Justification; Eligible After Section 1.5; parallel version 1 of 8; secure source item.
U1-FA-D3-03-V2,MATH,MATH_AP_CALCULUS,1,1.5,formative,assessment_source,D3-03-V2,unit-to-date,3,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",theorem_reasoning,justification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: IVT Hypothesis Justification; Eligible After Section 1.5; parallel version 2 of 8; secure source item.
U1-FA-D3-03-V3,MATH,MATH_AP_CALCULUS,1,1.5,formative,assessment_source,D3-03-V3,unit-to-date,3,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",theorem_reasoning,justification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: IVT Hypothesis Justification; Eligible After Section 1.5; parallel version 3 of 8; secure source item.
U1-FA-D3-03-V4,MATH,MATH_AP_CALCULUS,1,1.5,formative,assessment_source,D3-03-V4,unit-to-date,3,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",theorem_reasoning,justification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: IVT Hypothesis Justification; Eligible After Section 1.5; parallel version 4 of 8; secure source item.
U1-FA-D3-03-V5,MATH,MATH_AP_CALCULUS,1,1.5,formative,assessment_source,D3-03-V5,unit-to-date,3,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",theorem_reasoning,justification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: IVT Hypothesis Justification; Eligible After Section 1.5; parallel version 5 of 8; secure source item.
U1-FA-D3-03-V6,MATH,MATH_AP_CALCULUS,1,1.5,formative,assessment_source,D3-03-V6,unit-to-date,3,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",theorem_reasoning,justification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: IVT Hypothesis Justification; Eligible After Section 1.5; parallel version 6 of 8; secure source item.
U1-FA-D3-03-V7,MATH,MATH_AP_CALCULUS,1,1.5,formative,assessment_source,D3-03-V7,unit-to-date,3,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",theorem_reasoning,justification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: IVT Hypothesis Justification; Eligible After Section 1.5; parallel version 7 of 8; secure source item.
U1-FA-D3-03-V8,MATH,MATH_AP_CALCULUS,1,1.5,formative,assessment_source,D3-03-V8,unit-to-date,3,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",theorem_reasoning,justification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: IVT Hypothesis Justification; Eligible After Section 1.5; parallel version 8 of 8; secure source item.
U1-FA-D3-04-V1,MATH,MATH_AP_CALCULUS,1,1.5,formative,assessment_source,D3-04-V1,unit-to-date,3,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",representation_synthesis,justification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Representation Synthesis for Limits; Eligible After Section 1.5; parallel version 1 of 8; secure source item.
U1-FA-D3-04-V2,MATH,MATH_AP_CALCULUS,1,1.5,formative,assessment_source,D3-04-V2,unit-to-date,3,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",representation_synthesis,justification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Representation Synthesis for Limits; Eligible After Section 1.5; parallel version 2 of 8; secure source item.
U1-FA-D3-04-V3,MATH,MATH_AP_CALCULUS,1,1.5,formative,assessment_source,D3-04-V3,unit-to-date,3,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",representation_synthesis,justification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Representation Synthesis for Limits; Eligible After Section 1.5; parallel version 3 of 8; secure source item.
U1-FA-D3-04-V4,MATH,MATH_AP_CALCULUS,1,1.5,formative,assessment_source,D3-04-V4,unit-to-date,3,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",representation_synthesis,justification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Representation Synthesis for Limits; Eligible After Section 1.5; parallel version 4 of 8; secure source item.
U1-FA-D3-04-V5,MATH,MATH_AP_CALCULUS,1,1.5,formative,assessment_source,D3-04-V5,unit-to-date,3,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",representation_synthesis,justification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Representation Synthesis for Limits; Eligible After Section 1.5; parallel version 5 of 8; secure source item.
U1-FA-D3-04-V6,MATH,MATH_AP_CALCULUS,1,1.5,formative,assessment_source,D3-04-V6,unit-to-date,3,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",representation_synthesis,justification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Representation Synthesis for Limits; Eligible After Section 1.5; parallel version 6 of 8; secure source item.
U1-FA-D3-04-V7,MATH,MATH_AP_CALCULUS,1,1.5,formative,assessment_source,D3-04-V7,unit-to-date,3,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",representation_synthesis,justification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Representation Synthesis for Limits; Eligible After Section 1.5; parallel version 7 of 8; secure source item.
U1-FA-D3-04-V8,MATH,MATH_AP_CALCULUS,1,1.5,formative,assessment_source,D3-04-V8,unit-to-date,3,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",representation_synthesis,justification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Representation Synthesis for Limits; Eligible After Section 1.5; parallel version 8 of 8; secure source item.
